#{"t_start": 1782171729.2601292, "env_id": "None"}
r,l,t
102.585153,62,491.155754
102.599883,62,491.215615
102.494517,60,491.272378
102.685072,65,491.333456
102.629126,70,491.395058
102.482009,72,491.461316
102.412852,66,491.522599
102.546614,61,491.580244
102.562132,71,491.64293
102.498499,63,491.701113
102.5218,61,491.757583
102.531366,69,491.819753
102.507725,66,491.881565
102.494177,71,491.945554
102.372402,60,492.003742
102.413969,67,492.065609
102.579771,59,492.123109
102.396571,70,492.186518
102.551846,67,492.2477
102.882794,69,492.310174
102.576858,62,492.369186
102.469434,61,492.427343
102.563907,66,493.186651
102.471024,61,493.248919
102.560423,66,493.310927
102.571877,65,493.371465
102.45475,61,493.43094
102.697556,63,493.491875
102.55181,64,493.552451
102.563534,67,493.613186
102.521294,60,493.66983
102.47061,69,493.733471
102.500992,67,493.796221
102.559463,64,493.856967
102.494425,66,493.915864
102.542826,72,493.978942
102.60068,61,494.038357
102.527632,64,494.105873
102.514155,70,494.191268
102.625839,65,494.255064
102.650993,61,494.320904
102.429894,67,494.386516
102.396231,70,494.454275
102.528872,64,494.514196
102.588803,64,494.572428
102.443225,67,494.632747
102.52237,72,494.696888
102.57305,69,494.75809
102.496249,68,494.819286
102.465973,68,494.883619
102.609642,69,494.945883
102.439853,67,495.007744
102.566092,60,495.066334
102.478773,62,495.124862
102.538775,60,495.996431
102.55947,64,496.057731
102.480266,63,496.117697
102.552466,72,496.183138
102.661902,62,496.241355
102.445348,66,496.30203
102.408131,62,496.360821
102.529083,69,496.423165
102.576276,66,496.484515
102.423562,63,496.543132
102.427901,69,496.605712
102.485883,61,496.663758
102.525921,66,496.723449
102.510805,67,496.784302
102.426505,60,496.841846
102.554795,59,496.899453
103.042003,65,496.959957
102.52956,65,497.020406
102.561135,65,497.081353
102.483826,67,497.142579
102.487864,66,497.203927
102.556231,66,497.263185
102.466139,67,497.322233
102.555477,70,497.384122
102.437658,68,497.444778
102.564198,63,497.502617
102.531786,68,497.562517
102.466033,66,497.621587
102.728597,65,497.680329
102.474208,61,497.737537
102.549361,66,497.797153
102.450846,59,498.556324
102.499271,70,498.625604
102.483386,70,498.692319
102.357579,66,498.756908
102.571337,64,498.817942
102.387725,70,498.88177
102.551683,62,498.941134
102.42058,61,499.001143
102.494481,62,499.059682
102.498529,63,499.118512
102.488062,60,499.175939
102.435408,62,499.234054
102.699575,64,499.293614
102.593564,63,499.353014
102.549747,71,499.418054
102.521655,68,499.482599
102.614554,62,499.541468
102.416806,65,499.602095
102.54575,69,499.666388
102.547851,67,499.727364
102.520582,60,499.784939
102.560591,63,499.844917
102.568799,61,499.902414
102.545281,67,499.961599
102.475787,61,500.018522
102.592046,61,500.074978
102.490967,72,500.138813
102.552757,69,500.200758
102.518752,70,500.262523
102.573002,64,500.320267
102.499132,60,500.378331
102.498479,68,500.440209
102.593464,69,501.204529
102.544819,67,501.268189
102.494017,62,501.32714
102.639628,66,501.388335
102.626373,66,501.449919
102.532639,61,501.510533
102.41989,60,501.569036
102.616921,70,501.631986
102.588901,72,501.695286
102.559784,67,501.753968
102.468624,65,501.813146
102.730871,62,501.869771
102.439129,69,501.93038
102.537669,65,501.988515
102.487604,70,502.050886
102.605505,62,502.109278
102.679502,65,502.170645
102.504487,71,502.233783
102.434346,67,502.294582
102.585434,62,502.352693
102.541814,69,502.414934
102.540095,65,502.474579
102.490201,72,502.538158
102.491473,63,502.596548
102.491983,62,502.652933
102.59767,65,502.71138
102.46767,67,502.771572
102.474198,71,502.835166
102.555133,69,502.897704
102.546873,67,502.957402
102.500134,71,503.020558
102.450351,71,503.782119
102.528534,65,503.845885
102.525777,71,503.911593
102.464044,60,503.972198
102.669292,65,504.033451
102.634999,72,504.097615
102.612203,61,504.155358
102.720719,65,504.215388
102.495886,61,504.272119
102.46028,68,504.333014
102.470212,65,504.391861
102.440406,68,504.453071
102.52841,67,504.51244
102.486529,67,504.572156
102.516157,62,504.629867
102.439328,69,504.690303
102.495267,66,504.748912
102.505912,72,504.811322
102.592869,63,504.869163
102.538041,64,504.927279
102.686655,63,504.984977
102.548376,66,505.044688
102.626306,66,505.105274
102.581034,61,505.161825
102.694814,68,505.223559
102.539053,65,505.283015
102.481134,64,505.341623
102.600778,64,505.400737
102.499058,71,505.464048
102.584995,62,505.522223
102.672945,66,505.58254
102.550008,67,506.340258
102.498218,71,506.409607
102.43251,69,506.474165
102.517441,67,506.536968
102.461671,69,506.60257
102.560305,63,506.665095
102.563643,65,506.727869
102.472796,69,506.791463
102.452372,68,506.855764
102.495349,72,506.92094
102.522971,62,506.980011
102.585228,60,507.039515
102.555817,69,507.101793
102.632586,63,507.159235
102.576759,69,507.220718
102.392457,59,507.275594
102.540803,60,507.331474
102.423846,60,507.388684
102.529869,63,507.447884
102.43201,69,507.509948
102.526863,70,507.571242
102.569424,63,507.629128
102.46413,60,507.684538
102.600859,65,507.742576
102.57225,66,507.801025
102.513238,64,507.858887
102.603838,61,507.915504
102.638833,61,507.972636
102.411366,70,508.035194
102.480187,69,508.097657
102.696119,60,508.155314
102.415675,69,508.928843
102.494336,71,508.997179
102.484933,71,509.063324
102.572706,70,509.127806
102.546366,63,509.186193
102.591483,62,509.243857
102.636308,72,509.307658
102.475998,62,509.365551
102.558547,69,509.427908
102.728633,63,509.486329
102.53388,71,509.55175
102.546581,65,509.612508
102.467566,64,509.673821
102.543675,63,509.732994
102.49159,71,509.798471
102.54721,68,509.860272
102.565845,69,509.923015
102.510262,63,509.983536
102.734999,62,510.04317
102.626077,61,510.101795
102.527481,62,510.163156
102.485031,69,510.227485
102.492651,70,510.294584
102.586474,65,510.363242
102.487557,60,510.425666
102.522445,65,510.487684
102.472758,67,510.549652
102.45569,68,510.611882
102.632208,61,510.66989
102.423173,61,510.727139
102.466094,62,510.783231
